0.9581,-0.2863
0.7716,-0.6360
0.2258,0.9742
0.3476,0.9376
0.5750,0.8181
0.3858,0.9226
0.6340,-0.7734
0.7741,-0.6330
0.9998,0.0223
-0.9614,0.2750
-0.9627,-0.2707
-0.9997,0.0257
0.9584,0.2854
-0.7338,0.6793
0.9986,0.0519
-0.9671,-0.2542
-0.0948,0.9955
-0.2094,0.9778
-0.8140,0.5808
0.2870,0.9579
0.1300,-0.9915
0.9963,-0.0858
0.2958,-0.9553
0.9074,-0.4204
0.1235,-0.9923
0.3660,0.9306
-0.7595,0.6505
0.9974,-0.0718
-0.9131,0.4077
0.2667,-0.9638
-0.1390,-0.9903
-0.6449,-0.7643
0.3532,0.9355
-0.0873,0.9962
-0.1572,-0.9876
-0.3058,0.9521
-0.6516,0.7586
-0.9327,0.3607
0.7824,-0.6228
-0.4357,0.9001
0.0137,0.9999
-0.7034,-0.7108
0.9916,-0.1295
-0.8821,0.4711
0.6232,0.7821
0.8384,0.5450
-0.6118,0.7910
-0.7937,-0.6083
-0.7545,-0.6563
0.5735,0.8192
-0.4094,-0.9123
0.6070,0.7947
-0.7732,-0.6342
-0.4045,-0.9145
-0.2817,-0.9595
-0.3412,-0.9400
-0.9798,-0.2000
-0.8324,0.5541
0.3737,-0.9275
-0.7532,0.6578
-0.9998,-0.0195
-0.9056,-0.4242
-0.4410,-0.8975
-0.6737,-0.7390
-0.8193,-0.5733
0.7863,0.6179
-0.9821,0.1884
0.1477,0.9890
-0.9848,-0.1739
0.2880,-0.9576
-0.7837,-0.6212
-0.6431,-0.7658
0.4838,-0.8752
0.1129,-0.9936
0.2122,-0.9772
-0.9983,0.0588
0.2019,-0.9794
-0.1654,-0.9862
0.1160,-0.9932
-0.3778,-0.9259
0.9808,-0.1952
-0.4585,0.8887
0.4146,0.9100
-0.8301,-0.5576
-0.6742,0.7386
-0.6421,0.7666
0.8058,-0.5921
0.9873,0.1590
-0.3151,-0.9491
0.4541,-0.8909
0.3911,-0.9203
0.9066,-0.4220
0.7383,-0.6745
0.5926,-0.8055
-0.9999,-0.0123
-0.6457,0.7636
-0.3587,-0.9334
-0.9957,0.0923
-0.3257,-0.9455
0.3135,0.9496
-0.3934,0.9194
-0.3778,0.9259
0.9407,-0.3392
0.7690,0.6392
0.8341,0.5516
0.8679,0.4968
-0.9785,0.2061
0.9613,0.2756
0.4275,-0.9040
-0.5749,0.8182
0.9907,-0.1362
-0.5557,0.8314
0.4226,0.9063
0.9470,0.3213
0.9988,0.0499
0.9652,-0.2616
-0.4863,-0.8738
-0.5167,-0.8562
-0.5896,-0.8077
-0.2381,-0.9712
-0.3312,0.9436
-0.0205,-0.9998
0.8727,0.4883
-0.9986,-0.0520
0.9782,-0.2075
0.8981,0.4398
0.5499,0.8353
0.7112,-0.7030
0.1632,0.9866
0.8916,-0.4528
-0.3955,0.9185
-0.7342,0.6789
-0.9962,0.0871
-0.5903,0.8072
-0.7628,0.6466
0.7340,0.6792
0.7571,-0.6533
-0.9787,0.2055
0.3329,-0.9429
0.7112,-0.7030
-0.0595,-0.9982
-0.8769,-0.4806
0.3600,-0.9330
-0.9603,-0.2791
-0.9728,-0.2316
-0.4375,0.8992
0.9961,-0.0881
0.1529,-0.9882
-0.5809,-0.8140
0.8975,-0.4410
0.1663,-0.9861
0.4246,-0.9054
-0.7532,0.6578
0.9650,-0.2622
0.9858,-0.1682
0.8055,-0.5926
-0.4003,-0.9164
-0.9766,-0.2153
-0.9954,0.0954
0.9990,0.0437
0.4614,-0.8872
0.8958,0.4445
-0.5447,-0.8387
-0.5434,-0.8395
-0.8962,0.4437
0.7213,0.6926
-0.7402,0.6723
-0.4901,0.8717
0.6223,-0.7828
-0.9968,-0.0805
-0.9992,0.0401
0.2438,-0.9698
0.0095,1.0000
0.9456,-0.3253
-0.5625,-0.8268
0.3726,-0.9280
-0.3473,0.9378
0.7966,0.6045
-0.5743,-0.8186
-0.0426,-0.9991
0.9920,0.1265
0.7640,-0.6452
-0.7886,-0.6149
-0.3214,-0.9469
0.6886,0.7251
0.3982,-0.9173
-0.5380,-0.8429
-0.1565,-0.9877
0.0071,1.0000
0.9522,0.3054
-0.9024,-0.4309
0.7042,0.7100
0.7002,0.7140
-0.1288,0.9917
0.8983,0.4394
-0.4797,-0.8774
0.3627,0.9319
0.8766,-0.4813
0.1902,0.9817
0.6646,-0.7472
-0.6514,-0.7588
0.7403,0.6723
0.2129,0.9771
-0.6501,0.7598
0.7477,-0.6640
0.6393,-0.7689
0.6231,-0.7822
-0.8385,-0.5449
0.8448,-0.5350
0.1493,-0.9888
0.9941,-0.1089
-0.7184,0.6957
-0.6369,-0.7710
0.7710,-0.6368
0.6954,-0.7186
0.9156,-0.4020
0.7083,-0.7059
0.7046,-0.7096
-0.0357,-0.9994
-0.9451,-0.3267
0.3351,0.9422
-0.0998,0.9950
0.9984,-0.0565
0.9762,-0.2170
-0.7053,-0.7089
0.5245,0.8514
-0.3000,-0.9539
0.5049,-0.8632
-0.3276,0.9448
-0.1039,0.9946
0.9971,-0.0765
0.8646,-0.5025
-0.4338,0.9010
0.1031,0.9947
0.5735,0.8192
-0.9981,0.0609
0.6085,0.7936
-0.8790,0.4768
0.9770,0.2134
-0.4992,-0.8665
0.1266,-0.9920
0.9905,0.1378
-0.7606,0.6493
-0.2813,0.9596
0.4192,-0.9079
-0.2937,0.9559
0.2504,0.9681
0.9939,0.1103
-0.5675,-0.8233
-0.9549,0.2968
0.5836,-0.8120
-0.0178,0.9998
0.9693,-0.2459
0.3474,0.9377
-0.7645,0.6447
-0.0902,-0.9959
0.9724,0.2333
0.2122,0.9772
-0.9727,0.2322
0.5784,-0.8158
0.9999,0.0111
-0.7725,-0.6350
-0.2568,-0.9665
0.3941,-0.9191
-0.9463,0.3232
0.8395,0.5434
-0.7135,0.7007
-0.9618,0.2737
0.9222,0.3868
-0.7389,-0.6738
0.4781,-0.8783
-0.1627,-0.9867
0.2338,-0.9723
0.9274,0.3740
0.9297,-0.3684
-0.9852,-0.1715
-0.4685,-0.8834
0.6884,0.7253
0.9967,-0.0815
0.8068,-0.5909
-0.8006,-0.5992
0.5153,-0.8570
-0.2356,0.9719
0.7215,-0.6925
0.9988,0.0482
0.5607,-0.8280
0.6336,0.7736
-0.9955,0.0949
0.9487,0.3162
0.8476,0.5307
0.3367,0.9416
0.0439,-0.9990
-0.6273,0.7788
-0.1103,-0.9939
-0.4934,0.8698
-0.9768,-0.2143
-0.5204,0.8539
-0.7288,0.6847
-0.9273,-0.3743
-0.4138,-0.9104
0.6796,0.7336
0.4801,0.8772
0.0359,0.9994
-0.3234,0.9463
-1.0000,-0.0022
-0.9954,-0.0958
0.3793,-0.9253
